modelo,cilindrada,potencia,combustible,revoluciones,cilindros,longitud,ancho,altura,maletero,peso,plazas,velocidad,poca_aceleracion,traccion,consumo,coste.Km,precio,marca,precio_categ
'NISSAN-Bluebird SLX 2.0 4p',"Cil_(1.8e+03,2e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",1985,NISSAN,medium
'NISSAN-Bluebird SLX 2.0i AA 4p',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2415,NISSAN,medium
'NISSAN-Maxima 3.0i Aut.',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(139,141]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(11.3,20]","Cost_(17.5,30]",4635,NISSAN,expensive
'NISSAN-Praire SLX 2.0 SW',"Cil_(1.8e+03,2e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(143,200]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3139,NISSAN,expensive
'NISSAN-Primera 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2081,NISSAN,medium
'NISSAN-Primera 2.0 E GT',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",3383,NISSAN,expensive
'NISSAN-Primera 2.0i SLX',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2320,NISSAN,medium
'NISSAN-Sunny GTI',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2810,NISSAN,medium
'NISSAN-Sunny SLX 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2070,NISSAN,medium
'OPEL-Calibra 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(110,136]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(15,17.5]",2973,OPEL,medium
'OPEL-Calibra 2.0i 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(110,136]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",3530,OPEL,expensive
'OPEL-Calibra 2.0i 16v 4x4',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(110,136]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",4x4,"Cons_(8.5,9.5]","Cost_(15,17.5]",3993,OPEL,expensive
'OPEL-Corsa 1.0',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1066,OPEL,cheap
'OPEL-Corsa GL 1.2',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1348,OPEL,cheap
'OPEL-Corsa GL 1.4',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1402,OPEL,cheap
'OPEL-Corsa GSI 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1683,OPEL,cheap
'OPEL-Corsa Swing 1.5 D',"Cil_(900,1.5e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1345,OPEL,cheap
'OPEL-Corsa Swing 1.5 TD',"Cil_(900,1.5e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1464,OPEL,cheap
'OPEL-Kadett 1.4',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1559,OPEL,cheap
'OPEL-Kadett 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1638,OPEL,cheap
'OPEL-Kadett 1.7 D',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1698,OPEL,cheap
'OPEL-Kadett 1.8i',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1900,OPEL,medium
'OPEL-Kadett Cabrio 1.6 EL II',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2308,OPEL,medium
'OPEL-Kadett Cabrio GSI EL II',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2615,OPEL,medium
'OPEL-Kadett GSI 16v 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",2505,OPEL,medium
'OPEL-Kadett GSI 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2215,OPEL,medium
'OPEL-Omega 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2905,OPEL,medium
'OPEL-Omega 2.3 TD',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(9.5,11.3]","Cost_(6.5,11.5]",3221,OPEL,expensive
'OPEL-Omega 3000 3.Oi 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",4889,OPEL,expensive
'OPEL-Omega CD 2.6i',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3610,OPEL,expensive
'OPEL-Omega Caravan 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_7,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(8.5,9.5]","Cost_(13.5,15]",3000,OPEL,medium
'OPEL-Omega Caravan 2.3 TD',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_7,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(9.5,11.3]","Cost_(6.5,11.5]",3316,OPEL,expensive
'OPEL-Omega Caravan 3.0i',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3949,OPEL,expensive
'OPEL-Senator  3.0i',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",4462,OPEL,expensive
'OPEL-Senator CD 3.0i 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",5432,OPEL,luxury
'OPEL-Vectra 2000 2.0i 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3429,OPEL,expensive
'OPEL-Vectra 2000 4x4 2.0i 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",3891,OPEL,expensive
'OPEL-Vectra 4x4 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",4x4,"Cons_(7.6,8.5]","Cost_(13.5,15]",3133,OPEL,expensive
'OPEL-Vectra CD 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2777,OPEL,medium
'OPEL-Vectra GL 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2063,OPEL,medium
'OPEL-Vectra GL 1.7 D',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2212,OPEL,medium
'OPEL-Vectra GL 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2286,OPEL,medium
'OPEL-Vectra GT 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2675,OPEL,medium
'PANTHER-Kallista 2.9i',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(300,400]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_2,"Vel_(185,200]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(13.5,15]",5060,PANTHER,luxury
'PEUGEOT-205 1.100',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1080,PEUGEOT,cheap
'PEUGEOT-205 1.7 Diesel',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1445,PEUGEOT,cheap
'PEUGEOT-205 CJ Cabrio',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2073,PEUGEOT,medium
'PEUGEOT-205 CTI Cabrio',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2794,PEUGEOT,medium
'PEUGEOT-205 GR',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1330,PEUGEOT,cheap
'PEUGEOT-205 GT',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1559,PEUGEOT,cheap
'PEUGEOT-205 GTI',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1968,PEUGEOT,medium
'PEUGEOT-205 GTX',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1635,PEUGEOT,cheap
'PEUGEOT-205 Rallye',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1517,PEUGEOT,cheap
'PEUGEOT-205 Turbo Diesel',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1799,PEUGEOT,cheap
'PEUGEOT-205 Winner Diesel',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1381,PEUGEOT,cheap
'PEUGEOT-205 XS',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1271,PEUGEOT,cheap
'PEUGEOT-309 Aut.',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2002,PEUGEOT,medium
'PEUGEOT-309 GL',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1524,PEUGEOT,cheap
'PEUGEOT-309 GLD',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1688,PEUGEOT,cheap
'PEUGEOT-309 GR',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1634,PEUGEOT,cheap
'PEUGEOT-309 GT',"Cil_(1.8e+03,2e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2005,PEUGEOT,medium
'PEUGEOT-309 GTI',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2238,PEUGEOT,medium
'PEUGEOT-309 GTI 16v 3p',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2462,PEUGEOT,medium
'PEUGEOT-309 SR',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1856,PEUGEOT,medium
'PEUGEOT-309 SRD Turbo',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2200,PEUGEOT,medium
'PEUGEOT-405 GL',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(139,141]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1943,PEUGEOT,medium
